Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena,Arrecadacao_Total,Ganhadores_Sena,Cidade,UF,Rateio_Sena,Ganhadores_Quina,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Acumulado,Valor_Acumulado,Estimativa_Prêmio,Acumulado_Mega_da_Virada
1246,05/01/2011,59,10,37,57,40,43,19.919.21600,0,&nbsp,&nbsp,000,46,25.35173,3939,42294.0,SIM,2.148.22548,4.700.00000,306.88937
1247,08/01/2011,9,11,24,3,51,36,25.486.84200,0,&nbsp,&nbsp,000,164,9.098410000000001,9543,22337.0,SIM,4.896.90211,8.000.00000,699.55747
1248,12/01/2011,20,33,58,34,57,60,26.909.13400,0,&nbsp,&nbsp,000,86,18.31869,3832,58731.0,SIM,7.798.96850,11.000.00000,1.114.13840
1249,15/01/2011,3,40,8,53,51,36,31.331.49400,1,SÃO PAULO,SP,11.177.97267,103,17.8089,5887,44512.0,NÃO,000,9.000.00000,1.596.85329
1250,19/01/2011,59,1,2,40,51,24,24.818.54000,0,&nbsp,&nbsp,000,61,23.819879999999998,4394,47240.0,SIM,9.702.75658,12.000.00000,1.979.22506
1251,22/01/2011,48,27,34,52,46,5,30.378.34600,0,&nbsp,&nbsp,000,261,6.81423,9795,25939.0,SIM,12.978.96670,17.000.00000,2.447.25510
1252,26/01/2011,35,2,51,14,49,39,30.827.50800,0,&nbsp,&nbsp,000,67,26.93747,4975,51825.0,SIM,16.303.61754,20.000.00000,2.922.20524
1253,29/01/2011,2,51,17,44,43,23,32.285.87600,0,&nbsp,&nbsp,000,99,19.09284,7284,37071.0,SIM,19.785.54884,24.000.00000,3.419.62401
1254,02/02/2011,9,29,18,7,14,39,37.458.52000,0,&nbsp,&nbsp,000,142,15.44385,9454,33138.0,SIM,34.384.81793,40.000.00000,3.996.73615
1255,05/02/2011,23,5,54,39,38,51,49.433.15200,0,&nbsp,&nbsp,000,155,18.67152,11485,35998.0,SIM,39.716.02961,46.000.00000,4.758.33783
1256,09/02/2011,26,38,33,35,53,43,53.756.44000,0,&nbsp,&nbsp,000,121,26.00988,8843,50842.0,SIM,45.513.49446,52.000.00000,5.586.54710
1257,12/02/2011,27,15,30,52,26,2,64.072.69400,2,MADALENA,CE,26.211.76761,154,24.35821,11765,45548.0,NÃO,000,2.500.00000,6.573.69579
1257,12/02/2011,27,15,30,52,26,2,64.072.69400,2,RIO DE JANEIRO,RJ,26.211.76761,154,24.35821,11765,45548.0,NÃO,000,2.500.00000,6.573.69579
1258,16/02/2011,47,26,11,57,59,55,20.773.87200,0,&nbsp,&nbsp,000,27,45.04503,2688,64637.0,SIM,2.240.39748,5.000.00000,6.893.75258
1259,19/02/2011,39,54,58,46,4,6,26.806.90600,0,&nbsp,&nbsp,000,74,21.20842,5240,42786.0,SIM,19.695.53706,23.000.00000,7.306.75851
1260,23/02/2011,19,23,31,53,29,41,36.464.79800,0,&nbsp,&nbsp,000,70,30.49783,5798,52600.0,SIM,23.628.15210,28.000.00000,7.868.56067
1261,26/02/2011,10,41,14,22,53,42,43.097.45000,0,&nbsp,&nbsp,000,78,32.3482,6490,55539.0,SIM,28.276.07802,33.000.00000,8.532.55011
1262,02/03/2011,11,39,9,5,8,7,47.098.39600,2,RIO DE JANEIRO,RJ,16.677.74677,440,6.2668099999999995,25528,15430.0,NÃO,000,2.000.00000,9.258.18092
1262,02/03/2011,11,39,9,5,8,7,47.098.39600,2,SÃO JOSÉ DOS CAMPOS,SP,16.677.74677,440,6.2668099999999995,25528,15430.0,NÃO,000,2.000.00000,9.258.18092
1263,05/03/2011,41,53,18,4,36,26,23.203.89000,0,&nbsp,&nbsp,000,79,17.19598,4180,46427.0,SIM,2.502.46736,5.000.00000,9.615.67626
1264,09/03/2011,56,17,37,51,4,36,14.366.45800,0,&nbsp,&nbsp,000,29,29.00313,2583,46517.0,SIM,15.184.97760,18.000.00000,9.837.01596
1265,12/03/2011,13,50,46,24,60,19,35.654.89200,0,&nbsp,&nbsp,000,97,21.519920000000003,7669,38884.0,SIM,19.030.24679,23.000.00000,10.386.34014
1266,16/03/2011,39,6,42,10,60,33,38.583.90200,0,&nbsp,&nbsp,000,106,21.310489999999998,8019,40242.0,SIM,23.191.40061,27.000.00000,10.980.79071
1267,19/03/2011,47,58,4,41,20,30,43.579.25000,0,&nbsp,&nbsp,000,56,45.56013,5172,70471.0,SIM,27.891.28717,33.000.00000,11.652.20309
1268,23/03/2011,17,53,60,44,16,3,47.680.91800,0,&nbsp,&nbsp,000,123,22.69513,8836,45131.0,SIM,33.033.52587,39.000.00000,12.386.80863
1269,26/03/2011,51,5,27,4,15,17,53.724.82400,2,GOIÂNIA,GO,19.413.79051,200,15.726720000000002,15111,29735.0,NÃO,000,17.000.00000,13.214.53082
1269,26/03/2011,51,5,27,4,15,17,53.724.82400,2,SÃO PAULO,SP,19.413.79051,200,15.726720000000002,15111,29735.0,NÃO,000,17.000.00000,13.214.53082
1270,30/03/2011,31,33,24,5,42,9,30.161.59800,0,&nbsp,&nbsp,000,144,12.26267,9186,27461.0,SIM,18.113.89954,21.000.00000,13.679.22148
1271,02/04/2011,2,52,39,59,48,1,39.846.55200,0,&nbsp,&nbsp,000,65,35.889759999999995,6281,53058.0,SIM,22.411.22622,27.000.00000,14.293.12531
1272,06/04/2011,28,27,13,35,26,52,42.828.19200,0,&nbsp,&nbsp,000,113,22.18935,9626,37211.0,SIM,27.030.11351,33.000.00000,14.952.96637
1273,09/04/2011,60,26,19,58,13,40,50.241.48200,0,&nbsp,&nbsp,000,118,24.927210000000002,8910,47160.0,SIM,32.448.50108,38.000.00000,15.727.02175
1274,13/04/2011,13,59,21,17,40,39,53.983.25800,0,&nbsp,&nbsp,000,166,19.039,11088,40719.0,SIM,52.984.88398,59.000.00000,16.558.72554
1275,16/04/2011,58,55,14,2,60,48,73.653.24400,0,&nbsp,&nbsp,000,111,38.847409999999996,11630,52967.0,SIM,60.928.15726,70.000.00000,17.693.47888
1276,20/04/2011,9,40,5,22,36,11,97.178.96200,2,SÃO JOSÉ DOS PINHAIS,PR,35.704.30303,560,10.15962,30367,26764.0,NÃO,000,2.500.00000,19.190.68585
1276,20/04/2011,9,40,5,22,36,11,97.178.96200,2,LIMEIRA,SP,35.704.30303,560,10.15962,30367,26764.0,NÃO,000,2.500.00000,19.190.68585
1277,23/04/2011,50,59,18,31,60,12,14.072.74600,0,&nbsp,&nbsp,000,30,27.46317,1783,66011.0,SIM,1.517.70188,4.000.00000,19.407.50042
1278,27/04/2011,4,16,24,56,25,30,26.858.21400,0,&nbsp,&nbsp,000,187,8.4087,5455,41179.0,SIM,4.414.27670,7.000.00000,19.821.29685
1279,30/04/2011,8,29,36,35,14,40,32.711.46000,0,&nbsp,&nbsp,000,98,19.54191,5880,46528.0,SIM,24.514.91208,28.000.00000,20.325.27246
1280,04/05/2011,29,6,54,10,20,16,43.424.62800,0,&nbsp,&nbsp,000,97,26.209429999999998,8585,42304.0,SIM,29.198.12313,35.000.00000,20.994.30263
1281,07/05/2011,36,14,30,38,11,8,53.275.66800,1,RIO DE JANEIRO,RJ,34.943.73822,198,15.752770000000002,12813,34775.0,NÃO,000,2.000.00000,21.815.10479
1282,11/05/2011,4,39,56,23,52,55,23.599.58600,0,&nbsp,&nbsp,000,37,37.34185,4203,46961.0,SIM,2.545.14194,5.000.00000,22.178.69651
1283,14/05/2011,59,8,60,44,40,30,30.264.74600,0,&nbsp,&nbsp,000,57,31.08532,4333,58417.0,SIM,5.809.10065,9.000.00000,22.644.97634
1284,18/05/2011,26,21,20,36,31,29,30.674.65400,0,&nbsp,&nbsp,000,46,39.04047,3353,76514.0,SIM,21.403.38214,26.000.00000,23.117.57151
1285,21/05/2011,33,10,15,38,31,28,43.657.46600,0,&nbsp,&nbsp,000,127,20.12556,9744,37472.0,SIM,26.111.70405,32.000.00000,23.790.18894
1286,25/05/2011,5,52,2,33,51,28,46.704.21400,0,&nbsp,&nbsp,000,185,14.78011,12297,31765.0,SIM,31.148.60826,37.000.00000,24.509.74670
1287,28/05/2011,33,42,12,31,11,52,54.299.78000,0,&nbsp,&nbsp,000,137,23.204420000000002,8177,55539.0,SIM,37.004.67064,43.000.00000,25.346.32705
1288,01/06/2011,42,32,56,40,30,17,64.550.36600,0,&nbsp,&nbsp,000,69,54.77001,7350,73452.0,SIM,43.966.22683,52.000.00000,26.340.83508
1289,04/06/2011,13,8,27,1,3,52,82.657.22000,2,ATIBAIA,SP,26.440.27546,436,11.099089999999999,30724,22500.0,NÃO,000,23.000.00000,27.614.30997
1289,04/06/2011,13,8,27,1,3,52,82.657.22000,2,BEBEDOURO,SP,26.440.27546,436,11.099089999999999,30724,22500.0,NÃO,000,23.000.00000,27.614.30997
1290,08/06/2011,14,50,3,23,2,34,39.216.01400,0,&nbsp,&nbsp,000,93,24.6873,7535,43528.0,SIM,24.014.97407,30.000.00000,28.218.49929
1291,11/06/2011,18,57,58,40,47,54,48.474.30000,0,&nbsp,&nbsp,000,49,57.91735,5416,74856.0,SIM,29.242.77655,35.000.00000,28.965.32824
1292,15/06/2011,30,31,23,9,54,11,49.790.14600,0,&nbsp,&nbsp,000,128,22.77334,10397,40052.0,SIM,34.612.48892,40.000.00000,29.732.43001
1293,18/06/2011,24,50,1,44,13,40,57.303.46600,0,&nbsp,&nbsp,000,163,20.58195,11182,42860.0,SIM,40.792.48949,50.000.00000,30.615.28725
1294,22/06/2011,6,50,4,48,29,51,64.840.15600,0,&nbsp,&nbsp,000,148,25.6493,10401,52139.0,SIM,65.385.07843,72.000.00000,31.614.26000
1295,25/06/2011,20,2,43,15,5,57,74.795.49800,1,SANTO ANDRÉ,SP,73.451.54026,314,13.94566,20014,31256.0,NÃO,000,2.500.00000,32.766.61170
1296,29/06/2011,49,43,14,10,53,46,22.389.83000,0,&nbsp,&nbsp,000,48,27.308809999999998,3607,51915.0,SIM,2.414.67352,5.000.00000,33.111.56508
1297,02/07/2011,2,56,11,5,59,13,29.736.90200,0,&nbsp,&nbsp,000,100,17.40961,9538,26075.0,SIM,5.621.70590,9.000.00000,33.569.71258
1298,06/07/2011,60,14,53,30,15,55,31.765.67000,1,MANDAGUARI,PR,9.047.53460,38,48.94041,4046,65663.0,NÃO,000,2.000.00000,34.059.11670
1299,09/07/2011,56,32,8,22,43,53,24.421.44800,0,&nbsp,&nbsp,000,35,40.85042,3035,67298.0,SIM,15.046.66345,18.000.00000,34.435.37058
1300,13/07/2011,46,43,59,54,44,53,36.367.47800,2,CODÓ,MA,9.484.39142,58,36.7095,3652,83287.0,NÃO,000,2.500.00000,34.995.67337
1300,13/07/2011,46,43,59,54,44,53,36.367.47800,2,DIVINÓPOLIS,MG,9.484.39142,58,36.7095,3652,83287.0,NÃO,000,2.500.00000,34.995.67337
1301,16/07/2011,16,25,3,51,23,56,25.508.52800,1,BLUMENAU,SC,2.751.01540,74,20.18119,5155,41385.0,NÃO,000,2.000.00000,35.388.67559
1302,20/07/2011,44,15,56,2,10,57,21.695.49800,0,&nbsp,&nbsp,000,63,20.16147,5084,35691.0,SIM,2.339.79197,5.000.00000,35.722.93160
1303,23/07/2011,19,51,54,8,52,46,27.473.68200,0,&nbsp,&nbsp,000,40,40.21148,3573,64310.0,SIM,5.302.74311,9.000.00000,36.146.21035
1304,27/07/2011,35,23,15,7,20,14,28.646.90600,0,&nbsp,&nbsp,000,79,21.2297,7568,31658.0,SIM,17.861.87613,21.000.00000,36.587.56460
1305,30/07/2011,44,11,5,46,36,3,39.487.31800,0,&nbsp,&nbsp,000,136,16.99855,9982,33085.0,SIM,22.120.46055,27.000.00000,37.195.93381
1306,03/08/2011,45,6,19,34,43,22,42.754.45600,0,&nbsp,&nbsp,000,167,14.9885,10694,33437.0,SIM,26.731.39564,32.000.00000,37.854.63884
1307,06/08/2011,10,47,54,7,43,32,49.555.38200,1,GUANHÃES,MG,32.075.78945,153,18.96237,11019,37613.0,NÃO,000,2.000.00000,38.618.12369
1308,09/08/2011,24,33,7,30,47,8,14.716.49600,0,&nbsp,&nbsp,000,75,11.487789999999999,4417,27865.0,SIM,1.587.12831,3.800.00000,38.844.85631
1309,11/08/2011,7,12,25,26,32,39,22.953.93200,0,&nbsp,&nbsp,000,100,13.43849,6163,31150.0,SIM,15.550.75673,18.000.00000,39.198.50063
1310,13/08/2011,14,8,53,9,59,32,35.441.74000,0,&nbsp,&nbsp,000,107,19.39208,7570,39157.0,SIM,19.373.03814,24.000.00000,39.744.54085
1311,17/08/2011,54,7,19,12,45,9,39.404.80800,0,&nbsp,&nbsp,000,253,9.11847,13609,24216.0,SIM,23.622.72412,29.000.00000,40.351.63887
1312,20/08/2011,28,30,29,22,20,5,45.959.79600,0,&nbsp,&nbsp,000,201,13.38676,10377,37042.0,SIM,28.579.34516,33.000.00000,41.059.72761
1313,24/08/2011,39,26,49,1,4,43,48.565.80400,0,&nbsp,&nbsp,000,140,20.30934,9036,44952.0,SIM,33.817.01606,39.000.00000,41.807.96632
1314,27/08/2011,42,44,52,58,60,38,57.336.63200,0,&nbsp,&nbsp,000,122,27.51475,7797,61503.0,SIM,55.369.06227,63.000.00000,42.691.33454
1315,31/08/2011,27,29,1,50,52,38,79.859.63800,1,Aracaju,SE,63.981.67584,108,43.29092,9003,74188.0,NÃO,000,2.500.00000,43.921.70792
1316,03/09/2011,48,34,25,42,13,8,26.185.29200,1,VINHEDO,SP,2.824.00229,241,6.36112,9757,22445.0,NÃO,000,2.000.00000,44.325.13683
1317,08/09/2011,35,29,37,13,6,30,20.544.57600,0,&nbsp,&nbsp,000,67,17.95211,5004,34338.0,SIM,2.215.66861,4.700.00000,44.641.66093
1318,10/09/2011,34,46,14,28,11,16,25.462.82200,0,&nbsp,&nbsp,000,140,10.64809,6962,30589.0,SIM,4.961.75476,8.000.00000,45.033.95897
1319,14/09/2011,16,4,18,27,5,51,30.169.43400,0,&nbsp,&nbsp,000,103,17.14838,7798,32357.0,SIM,20.568.15164,25.000.00000,45.498.77035
1320,17/09/2011,38,17,55,41,24,25,44.252.95600,0,&nbsp,&nbsp,000,128,20.2407,8496,43563.0,SIM,25.340.69529,31.000.00000,46.180.56232
1321,21/09/2011,51,59,47,10,60,53,53.135.68400,1,PETRÓPOLIS,RJ,31.071.21353,128,24.303539999999998,11775,37741.0,NÃO,000,2.000.00000,46.999.20780
1322,24/09/2011,55,43,21,10,47,53,25.427.03000,0,&nbsp,&nbsp,000,54,27.567359999999997,3738,56892.0,SIM,2.742.22609,5.700.00000,47.390.95440
1323,28/09/2011,25,37,15,6,48,55,28.429.86600,0,&nbsp,&nbsp,000,58,28.697229999999998,5387,44139.0,SIM,5.808.29870,9.000.00000,47.828.96479
1324,01/10/2011,29,44,51,31,18,57,34.005.49200,0,&nbsp,&nbsp,000,86,23.149620000000002,5421,52464.0,SIM,22.033.75485,26.000.00000,48.352.87716
1325,05/10/2011,35,2,20,43,5,16,43.670.85600,0,&nbsp,&nbsp,000,195,13.11144,14090,25922.0,SIM,26.743.52084,32.000.00000,49.025.70088
1326,08/10/2011,30,19,10,18,50,11,52.738.34000,0,&nbsp,&nbsp,000,179,17.24911,13207,33397.0,SIM,32.431.18677,38.000.00000,49.838.22459
1327,13/10/2011,41,35,36,16,52,54,58.515.20600,0,&nbsp,&nbsp,000,89,38.492129999999996,7175,68209.0,SIM,38.741.86973,46.000.00000,50.739.75074
1328,15/10/2011,43,27,59,53,23,10,61.651.40800,1,Teresina,PI,45.390.78232,213,16.94558,14179,36365.0,NÃO,000,2.000.00000,51.689.59542
1329,19/10/2011,43,50,8,7,39,11,25.381.75800,0,&nbsp,&nbsp,000,66,22.51495,5244,40481.0,SIM,19.139.51977,23.000.00000,52.080.64452
1330,22/10/2011,48,8,21,18,49,30,44.818.90800,0,&nbsp,&nbsp,000,76,34.52557,6768,55385.0,SIM,23.973.09960,30.000.00000,52.771.15594
1331,26/10/2011,24,46,39,57,26,9,48.606.92600,1,PEDRO CANÁRIO,ES,29.215.20537,157,18.12557,11461,35470.0,NÃO,000,2.000.00000,53.520.02821
1332,29/10/2011,5,13,3,24,35,59,27.477.44600,1,BRASÍLIA,DF,2.963.35708,150,10.72453,10790,21298.0,NÃO,000,2.000.00000,53.943.36494
1333,03/11/2011,25,51,26,42,28,33,23.695.35600,0,&nbsp,&nbsp,000,54,25.68991,3893,50906.0,SIM,2.555.47044,5.000.00000,54.308.43216
1334,05/11/2011,8,25,27,6,10,1,28.431.06600,0,&nbsp,&nbsp,000,392,4.2462,16794,14159.0,SIM,17.351.26484,21.000.00000,54.746.46103
1335,09/11/2011,49,3,51,20,22,14,42.041.30200,1,GOIÂNIA,GO,21.885.28849,94,26.18433,7457,47152.0,NÃO,000,2.500.00000,55.394.17871
1336,12/11/2011,51,54,32,1,38,47,28.618.53600,1,BARBALHA,CE,3.086.42009,38,44.09172,3539,67633.0,NÃO,000,2.000.00000,55.835.09587
1337,16/11/2011,38,2,45,35,20,51,20.058.30400,0,&nbsp,&nbsp,000,30,39.144079999999995,2680,62597.0,SIM,2.163.22569,5.000.00000,56.144.12812
1338,19/11/2011,19,33,18,43,60,1,30.461.94800,1,SALVADOR,BA,5.448.45203,102,17.4844,6329,40254.0,NÃO,000,2.300.00000,56.613.44619
1339,23/11/2011,59,10,16,14,7,54,23.396.16400,0,&nbsp,&nbsp,000,58,23.61619,5087,38466.0,SIM,12.323.95162,16.000.00000,56.973.90384
1340,26/11/2011,36,21,13,59,60,30,35.779.13600,0,&nbsp,&nbsp,000,71,29.5029,6148,48673.0,SIM,16.182.62014,20.000.00000,57.525.14222
1341,30/11/2011,11,40,37,20,1,52,40.783.20000,0,&nbsp,&nbsp,000,90,26.52968,6566,51948.0,SIM,20.580.96140,25.000.00000,58.153.47670
1342,03/12/2011,5,60,46,42,50,7,47.829.56000,0,&nbsp,&nbsp,000,102,27.45298,8092,49435.0,SIM,25.739.23068,31.000.00000,58.890.37231
1343,07/12/2011,51,31,42,20,56,19,49.985.69800,0,&nbsp,&nbsp,000,58,50.45578,6113,68389.0,SIM,31.130.03272,37.000.00000,59.660.48692
1344,10/12/2011,19,42,8,36,21,59,58.986.18600,3,ESTÂNCIA VELHA,RS,12.497.16980,236,14.63294,13393,36835.0,NÃO,000,20.000.00000,60.569.26932
1344,10/12/2011,19,42,8,36,21,59,58.986.18600,3,FLORIANÓPOLIS,SC,12.497.16980,236,14.63294,13393,36835.0,NÃO,000,20.000.00000,60.569.26932
1344,10/12/2011,19,42,8,36,21,59,58.986.18600,3,TAUBATÉ,SP,12.497.16980,236,14.63294,13393,36835.0,NÃO,000,20.000.00000,60.569.26932
1345,14/12/2011,50,40,26,7,19,17,35.477.03000,0,&nbsp,&nbsp,000,74,28.06782,6043,49100.0,SIM,19.645.69509,24.000.00000,61.115.85323
1346,17/12/2011,59,47,32,48,40,12,44.171.70600,1,CURITIBA,PR,24.409.47619,57,45.36934,5205,70977.0,NÃO,000,2.000.00000,61.796.39340
1347,20/12/2011,19,45,54,56,46,9,15.591.15400,0,&nbsp,&nbsp,000,38,24.02082,2940,44353.0,SIM,1.681.45745,4.000.00000,62.036.60162
1348,22/12/2011,38,45,39,7,12,56,24.032.08200,0,&nbsp,&nbsp,000,89,15.808639999999999,5009,40126.0,SIM,4.273.24273,7.000.00000,62.406.85667
1349,24/12/2011,9,19,20,50,60,51,26.205.39400,1,JUIZ DE FORA,MG,7.099.41295,168,9.13218,7012,31256.0,NÃO,000,170.000.00000,72.672.42930
1350,31/12/2011,4,36,29,55,45,3,549.326.71800,5,RUSSAS,CE,35.523.49752,954,33.7113,85582,53683.0,NÃO,000,2.500.00000,000
1350,31/12/2011,4,36,29,55,45,3,549.326.71800,5,BRASÍLIA,DF,35.523.49752,954,33.7113,85582,53683.0,NÃO,000,2.500.00000,000
1350,31/12/2011,4,36,29,55,45,3,549.326.71800,5,CARMO DO CAJURU,MG,35.523.49752,954,33.7113,85582,53683.0,NÃO,000,2.500.00000,000
1350,31/12/2011,4,36,29,55,45,3,549.326.71800,5,BELÉM,PA,35.523.49752,954,33.7113,85582,53683.0,NÃO,000,2.500.00000,000
1350,31/12/2011,4,36,29,55,45,3,549.326.71800,5,MAUÁ,SP,35.523.49752,954,33.7113,85582,53683.0,NÃO,000,2.500.00000,000
1351,04/01/2012,13,50,41,36,56,33,20.333.42400,0,&nbsp,&nbsp,000,34,35.01263,3264,52102.0,SIM,2.192.89653,4.700.00000,313.27094
1352,07/01/2012,35,59,36,9,18,24,27.619.42800,0,&nbsp,&nbsp,000,75,21.55989,6632,34830.0,SIM,5.171.56592,8.000.00000,738.79515
1353,11/01/2012,47,11,3,27,32,13,29.111.59600,1,SÃO LEOPOLDO,RS,8.311.16099,161,10.586030000000001,10308,23620.0,NÃO,000,2.000.00000,1.187.30875
1354,14/01/2012,2,42,8,49,48,38,26.110.88200,1,INDAIAL,SC,2.815.97740,71,21.53061,4842,45101.0,NÃO,000,9.500.00000,1.589.59126
1355,18/01/2012,39,49,11,24,17,46,28.231.62600,0,&nbsp,&nbsp,000,133,12.42732,6490,36381.0,SIM,10.038.89430,13.500.00000,2.024.54742
1356,21/01/2012,21,46,6,22,13,31,34.891.61200,0,&nbsp,&nbsp,000,90,22.69717,7070,41275.0,SIM,13.801.84613,18.000.00000,2.562.11199
1357,25/01/2012,55,52,26,19,1,24,34.816.91600,0,&nbsp,&nbsp,000,116,17.57217,6940,41959.0,SIM,17.556.74221,21.500.00000,3.098.52573
1358,28/01/2012,16,15,37,3,35,47,41.749.10800,0,&nbsp,&nbsp,000,145,16.8567,10440,33445.0,SIM,22.059.25365,27.000.00000,3.741.74167
1359,01/02/2012,12,17,28,53,6,10,43.427.11200,0,&nbsp,&nbsp,000,254,10.009689999999999,13663,26583.0,SIM,39.156.09515,45.000.00000,4.410.81011
1360,04/02/2012,50,25,17,16,54,2,57.400.01400,2,ARAPIRACA,AL,22.673.25406,112,30.00455,9880,48590.0,NÃO,000,2.500.00000,5.295.15483
1360,04/02/2012,50,25,17,16,54,2,57.400.01400,2,ITAÚNA,MG,22.673.25406,112,30.00455,9880,48590.0,NÃO,000,2.500.00000,5.295.15483
1361,08/02/2012,37,27,44,30,38,23,23.685.13600,0,&nbsp,&nbsp,000,38,36.49098,3381,58590.0,SIM,2.554.36824,5.000.00000,5.660.06459
1362,11/02/2012,58,19,12,22,2,36,29.840.64200,3,VITÓRIA,ES,1.924.19622,129,13.5429,8825,28280.0,NÃO,000,2.000.00000,6.119.81037
1362,11/02/2012,58,19,12,22,2,36,29.840.64200,3,AMERICANA,SP,1.924.19622,129,13.5429,8825,28280.0,NÃO,000,2.000.00000,6.119.81037
1362,11/02/2012,58,19,12,22,2,36,29.840.64200,3,SÃO PAULO,SP,1.924.19622,129,13.5429,8825,28280.0,NÃO,000,2.000.00000,6.119.81037
1363,15/02/2012,52,25,42,45,35,57,22.238.80000,0,&nbsp,&nbsp,000,36,36.166129999999995,2744,67783.0,SIM,2.398.38540,5.000.00000,6.462.43687
1364,18/02/2012,20,13,40,10,53,44,27.107.62600,0,&nbsp,&nbsp,000,60,26.450470000000003,4436,51108.0,SIM,16.186.62778,19.000.00000,6.880.07589
1365,22/02/2012,50,35,32,26,2,24,20.781.49200,0,&nbsp,&nbsp,000,52,23.39734,3368,51605.0,SIM,18.427.84704,22.000.00000,7.200.25008
1366,25/02/2012,59,44,54,37,27,12,41.492.83800,1,CUIABÁ,MT,22.902.72055,124,19.59046,7974,43520.0,NÃO,000,2.000.00000,7.839.51774
1367,01/03/2012,38,29,43,13,7,2,17.429.74600,0,&nbsp,&nbsp,000,111,9.19308,6443,22625.0,SIM,1.879.74388,3.800.00000,8.108.05258
1368,03/03/2012,10,26,29,38,32,21,27.762.38200,1,MORRETES,PR,4.873.83043,34,47.80475,4447,52213.0,NÃO,000,2.000.00000,8.535.77924
1369,07/03/2012,32,24,16,38,5,46,21.682.23800,0,&nbsp,&nbsp,000,195,6.50972,7636,23748.0,SIM,11.093.28398,14.500.00000,8.869.83097
1370,10/03/2012,2,27,59,49,4,5,36.211.33200,2,SALVADOR,BA,7.499.28175,115,18.43486,9979,30349.0,NÃO,000,2.000.00000,9.427.72806
1370,10/03/2012,2,27,59,49,4,5,36.211.33200,2,SALVADOR,BA,7.499.28175,115,18.43486,9979,30349.0,NÃO,000,2.000.00000,9.427.72806
1371,14/03/2012,47,11,8,49,3,4,21.159.46000,0,&nbsp,&nbsp,000,101,12.26525,7421,23847.0,SIM,2.281.98194,5.000.00000,9.753.72550
1372,17/03/2012,46,60,58,36,40,3,28.545.87200,0,&nbsp,&nbsp,000,48,34.81731,4069,58674.0,SIM,5.360.56543,9.000.00000,10.193.52316
1373,21/03/2012,52,39,7,27,55,57,29.296.93200,1,IPATINGA,MG,8.520.14841,73,23.49592,6082,40287.0,NÃO,000,2.000.00000,10.644.89218
1374,24/03/2012,21,33,28,31,43,6,24.212.76200,0,&nbsp,&nbsp,000,32,44.29835,3575,56645.0,SIM,12.062.91042,15.000.00000,11.017.93091
1375,28/03/2012,25,28,53,45,14,58,33.206.74000,2,FOZ DO IGUAÇU,PR,7.822.07702,121,16.06697,7136,38919.0,NÃO,000,2.000.00000,11.529.53716
1375,28/03/2012,25,28,53,45,14,58,33.206.74000,2,SÃO PAULO,SP,7.822.07702,121,16.06697,7136,38919.0,NÃO,000,2.000.00000,11.529.53716
1376,31/03/2012,53,49,21,11,54,9,24.649.26000,0,&nbsp,&nbsp,000,57,25.31758,4091,50392.0,SIM,2.658.34601,5.500.00000,11.909.30090
1377,04/04/2012,25,5,13,12,35,2,27.285.30400,1,RIO DE JANEIRO,RJ,5.600.98117,175,9.128169999999999,12352,18475.0,NÃO,000,2.000.00000,12.329.67736
1378,07/04/2012,18,17,59,2,54,5,19.957.00600,0,&nbsp,&nbsp,000,74,15.789079999999998,5614,29731.0,SIM,2.152.30102,5.000.00000,12.637.14896
1379,11/04/2012,45,5,36,12,50,58,26.028.11800,0,&nbsp,&nbsp,000,61,24.98079,5455,39906.0,SIM,13.848.34405,17.000.00000,13.038.15632
1380,14/04/2012,52,14,3,60,57,55,40.011.28800,0,&nbsp,&nbsp,000,100,23.424789999999998,6994,47846.0,SIM,18.163.43701,23.000.00000,13.654.59819
1381,18/04/2012,44,30,27,11,40,57,43.151.89200,1,SÃO PAULO,SP,22.817.23434,109,23.17749,7087,50925.0,NÃO,000,2.000.00000,14.319.42639
1382,20/04/2012,17,27,55,13,5,16,16.820.63800,0,&nbsp,&nbsp,000,70,14.06817,6131,22945.0,SIM,1.814.05348,4.500.00000,14.578.57691
1383,25/04/2012,9,55,23,44,7,46,25.465.08000,0,&nbsp,&nbsp,000,106,14.06476,6224,34219.0,SIM,4.560.38315,7.500.00000,14.970.90973
1384,28/04/2012,56,18,31,2,30,45,32.449.99400,2,LONDRINA,PR,4.030.00703,56,33.92499,5010,54171.0,NÃO,000,14.000.00000,15.470.85702
1384,28/04/2012,56,18,31,2,30,45,32.449.99400,2,SÃO CAETANO DO SUL,SP,4.030.00703,56,33.92499,5010,54171.0,NÃO,000,14.000.00000,15.470.85702
1385,02/05/2012,42,37,35,27,59,36,25.027.03000,1,ITATIBA,SP,13.402.97005,52,28.177290000000003,4170,50195.0,NÃO,000,2.000.00000,15.856.44095
1386,05/05/2012,39,56,28,12,51,38,25.071.54000,0,&nbsp,&nbsp,000,27,54.36388,3462,60568.0,SIM,2.703.88760,6.000.00000,16.242.71061
1387,09/05/2012,43,27,18,52,50,32,27.838.60000,0,&nbsp,&nbsp,000,47,34.67709,3492,66675.0,SIM,5.706.19401,9.000.00000,16.671.61154
