Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena,Arrecadacao_Total,Ganhadores_Sena,Cidade,UF,Rateio_Sena,Ganhadores_Quina,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Acumulado,Valor_Acumulado,Estimativa_Prêmio,Acumulado_Mega_da_Virada
433,29/01/2003,36,17,28,16,54,30,000,0,&nbsp,&nbsp,000,31,16.5802,2332,21958.0,SIM,1.912.11154,000,000
434,01/02/2003,24,17,4,54,30,10,000,0,&nbsp,&nbsp,000,84,9.17328,4870,15763.0,SIM,2.836.77800,000,000
435,05/02/2003,37,11,17,31,43,10,000,0,&nbsp,&nbsp,000,55,11.05932,3243,18685.0,SIM,3.566.69313,000,000
436,08/02/2003,1,6,57,29,48,7,000,0,&nbsp,&nbsp,000,47,19.53131,4696,19474.0,SIM,4.668.25869,000,000
437,12/02/2003,54,10,59,44,30,7,000,0,&nbsp,&nbsp,000,33,22.2739,2829,25884.0,SIM,5.550.30504,000,000
438,15/02/2003,38,48,14,3,11,5,000,0,&nbsp,&nbsp,000,65,16.28173,6276,16799.0,SIM,6.820.28027,000,000
439,19/02/2003,42,13,20,29,43,57,000,0,&nbsp,&nbsp,000,65,13.35384,4407,19622.0,SIM,14.150.92479,000,000
440,22/02/2003,46,23,30,47,5,3,000,0,&nbsp,&nbsp,000,139,10.909130000000001,10120,14928.0,SIM,15.970.56686,000,000
441,26/02/2003,2,15,58,10,59,21,000,0,&nbsp,&nbsp,000,121,11.91774,6941,20698.0,SIM,17.701.02329,000,000
442,01/03/2003,15,31,23,6,59,37,000,1,,SP,19.946.60101,135,13.86159,9944,18748.0,NÃO,000,000,000
443,08/03/2003,11,36,17,26,52,48,000,0,&nbsp,&nbsp,000,47,16.32242,3738,20446.0,SIM,920.58421,000,000
444,12/03/2003,48,52,57,24,3,33,000,0,&nbsp,&nbsp,000,43,13.890620000000002,3332,17858.0,SIM,1.637.34011,000,000
445,15/03/2003,31,50,7,53,32,20,000,0,&nbsp,&nbsp,000,31,28.55937,3101,28442.0,SIM,2.699.74884,000,000
446,19/03/2003,11,20,8,47,12,17,000,2,,RS,1.767.11791,65,10.69855,5039,13748.0,NÃO,000,000,000
446,19/03/2003,11,20,8,47,12,17,000,2,,SP,1.767.11791,65,10.69855,5039,13748.0,NÃO,000,000,000
447,22/03/2003,24,55,15,33,25,42,000,0,&nbsp,&nbsp,000,55,12.01032,5613,11725.0,SIM,792.68147,000,000
448,26/03/2003,5,3,52,45,9,51,000,0,&nbsp,&nbsp,000,40,13.35699,2999,17748.0,SIM,1.433.81703,000,000
449,29/03/2003,34,56,24,1,49,8,000,0,&nbsp,&nbsp,000,55,14.64305,3656,21946.0,SIM,10.220.37233,000,000
450,02/04/2003,59,51,13,1,9,50,000,0,&nbsp,&nbsp,000,108,10.5756,6194,18370.0,SIM,11.590.97046,000,000
451,05/04/2003,23,18,31,17,53,28,000,0,&nbsp,&nbsp,000,87,17.1318,7368,20153.0,SIM,13.379.52989,000,000
452,09/04/2003,54,11,51,16,36,30,000,0,&nbsp,&nbsp,000,76,18.84721,6317,22590.0,SIM,15.098.39542,000,000
453,12/04/2003,58,52,8,34,20,23,000,0,&nbsp,&nbsp,000,120,15.93245,7882,24165.0,SIM,17.392.66768,000,000
454,16/04/2003,4,17,42,56,46,24,000,0,&nbsp,&nbsp,000,275,7.515389999999999,16564,12430.0,SIM,19.872.74464,000,000
455,19/04/2003,50,15,17,2,14,59,000,0,&nbsp,&nbsp,000,86,23.17164,7989,24850.0,SIM,22.264.05774,000,000
456,23/04/2003,17,40,22,27,33,3,000,0,&nbsp,&nbsp,000,221,11.142660000000001,16964,14461.0,SIM,25.219.09120,000,000
457,26/04/2003,48,15,24,27,17,32,000,3,,CE,10.000.44174,480,8.302489999999999,31340,12668.0,NÃO,000,000,000
457,26/04/2003,48,15,24,27,17,32,000,3,,CE,10.000.44174,480,8.302489999999999,31340,12668.0,NÃO,000,000,000
457,26/04/2003,48,15,24,27,17,32,000,3,,SP,10.000.44174,480,8.302489999999999,31340,12668.0,NÃO,000,000,000
458,30/04/2003,43,53,13,32,34,24,000,0,&nbsp,&nbsp,000,82,7.395339999999999,3921,15408.0,SIM,727.70147,000,000
459,03/05/2003,43,17,8,15,49,39,000,0,&nbsp,&nbsp,000,62,12.14648,4197,17876.0,SIM,15.906.30109,000,000
460,07/05/2003,19,55,30,23,37,49,000,0,&nbsp,&nbsp,000,155,9.68896,9464,15809.0,SIM,17.708.44664,000,000
461,10/05/2003,30,17,20,29,15,60,000,0,&nbsp,&nbsp,000,189,10.31748,8312,23371.0,SIM,20.048.45045,000,000
462,14/05/2003,27,48,17,19,26,22,000,0,&nbsp,&nbsp,000,212,9.02334,14463,13176.0,SIM,22.343.98757,000,000
463,17/05/2003,7,18,2,45,3,53,000,0,&nbsp,&nbsp,000,166,14.740960000000001,15269,15966.0,SIM,25.280.38638,000,000
464,21/05/2003,6,33,45,38,24,50,000,1,,RS,28.414.54443,241,10.83734,15457,16833.0,NÃO,000,000,000
465,24/05/2003,46,31,1,57,22,51,000,0,&nbsp,&nbsp,000,19,40.62781,2175,35357.0,SIM,926.31393,000,000
466,28/05/2003,28,16,45,29,30,11,000,0,&nbsp,&nbsp,000,64,10.35372,3582,18429.0,SIM,1.721.47917,000,000
467,31/05/2003,38,21,8,22,18,60,000,0,&nbsp,&nbsp,000,45,20.73013,3907,23787.0,SIM,2.840.90583,000,000
468,04/06/2003,23,6,25,39,51,5,000,0,&nbsp,&nbsp,000,58,14.29256,4701,17567.0,SIM,3.835.66821,000,000
469,07/06/2003,29,47,42,21,13,26,000,2,,AL,2.596.43292,187,6.04812,8798,12807.0,NÃO,000,000,000
469,07/06/2003,29,47,42,21,13,26,000,2,,RO,2.596.43292,187,6.04812,8798,12807.0,NÃO,000,000,000
470,11/06/2003,51,58,23,11,8,37,000,0,&nbsp,&nbsp,000,86,13.38459,6094,18818.0,SIM,13.182.02914,000,000
471,14/06/2003,51,59,31,5,36,32,000,0,&nbsp,&nbsp,000,76,19.668020000000002,5490,27124.0,SIM,14.975.75283,000,000
472,18/06/2003,12,3,38,29,51,4,000,0,&nbsp,&nbsp,000,82,17.22458,6518,21588.0,SIM,16.670.65102,000,000
473,21/06/2003,51,7,58,49,23,41,000,0,&nbsp,&nbsp,000,65,23.28511,6524,23112.0,SIM,18.486.88908,000,000
474,25/06/2003,34,3,12,50,32,40,000,0,&nbsp,&nbsp,000,56,34.15659,6910,27576.0,SIM,20.782.21164,000,000
475,28/06/2003,19,6,43,52,8,22,000,0,&nbsp,&nbsp,000,156,15.00818,13235,17623.0,SIM,23.591.74220,000,000
476,02/07/2003,38,43,20,55,17,58,000,0,&nbsp,&nbsp,000,163,16.83781,11465,23849.0,SIM,26.885.21769,000,000
477,05/07/2003,47,34,8,6,18,38,000,3,,AM,10.401.48192,279,12.90092,21958,16330.0,NÃO,000,000,000
477,05/07/2003,47,34,8,6,18,38,000,3,,RN,10.401.48192,279,12.90092,21958,16330.0,NÃO,000,000,000
477,05/07/2003,47,34,8,6,18,38,000,3,,RS,10.401.48192,279,12.90092,21958,16330.0,NÃO,000,000,000
478,09/07/2003,30,8,31,3,21,25,000,0,&nbsp,&nbsp,000,92,7.045319999999999,4876,13243.0,SIM,777.80322,000,000
479,12/07/2003,20,54,58,26,41,46,000,0,&nbsp,&nbsp,000,32,29.012340000000002,2834,32635.0,SIM,16.088.93265,000,000
480,16/07/2003,36,38,33,14,49,41,000,0,&nbsp,&nbsp,000,112,13.831539999999999,8589,17969.0,SIM,17.947.89221,000,000
481,19/07/2003,42,6,24,44,22,13,000,3,,AC,6.796.88803,359,5.670319999999999,19465,10419.0,NÃO,000,000,000
481,19/07/2003,42,6,24,44,22,13,000,3,,MT,6.796.88803,359,5.670319999999999,19465,10419.0,NÃO,000,000,000
481,19/07/2003,42,6,24,44,22,13,000,3,,SP,6.796.88803,359,5.670319999999999,19465,10419.0,NÃO,000,000,000
482,23/07/2003,13,56,12,33,53,54,000,0,&nbsp,&nbsp,000,41,14.87829,2929,20748.0,SIM,732.01195,000,000
483,26/07/2003,16,23,35,18,44,59,000,0,&nbsp,&nbsp,000,90,9.76125,6279,13938.0,SIM,1.786.22743,000,000
484,30/07/2003,53,19,38,18,17,49,000,0,&nbsp,&nbsp,000,55,13.655170000000002,4015,18635.0,SIM,2.687.46843,000,000
485,02/08/2003,38,28,52,30,19,57,000,0,&nbsp,&nbsp,000,30,35.88842,3203,33487.0,SIM,3.979.45173,000,000
486,06/08/2003,50,42,19,8,30,14,000,1,,SP,5.125.80012,55,17.368920000000003,4325,22005.0,NÃO,000,000,000
487,09/08/2003,25,22,48,52,54,8,000,2,,SE,467.70234,104,7.49523,5329,14573.0,NÃO,000,000,000
487,09/08/2003,25,22,48,52,54,8,000,2,,SE,467.70234,104,7.49523,5329,14573.0,NÃO,000,000,000
488,13/08/2003,30,39,35,43,15,57,000,0,&nbsp,&nbsp,000,46,11.86407,2699,20145.0,SIM,654.89668,000,000
489,16/08/2003,28,36,17,53,33,59,000,0,&nbsp,&nbsp,000,67,12.40682,5107,16216.0,SIM,9.662.63184,000,000
490,20/08/2003,5,11,29,54,23,58,000,1,,RJ,11.070.17350,148,7.92535,8438,13849.0,NÃO,000,000,000
491,23/08/2003,22,43,15,55,9,1,000,1,,RJ,849.34426,81,8.73811,4221,16705.0,NÃO,000,000,000
492,27/08/2003,57,2,15,6,56,18,000,0,&nbsp,&nbsp,000,26,19.041520000000002,2629,18761.0,SIM,594.09553,000,000
493,30/08/2003,54,20,3,18,42,24,000,0,&nbsp,&nbsp,000,79,9.66399,5294,14367.0,SIM,1.510.24151,000,000
494,03/09/2003,28,32,49,53,18,20,000,0,&nbsp,&nbsp,000,32,21.9976,2766,25353.0,SIM,2.354.94951,000,000
495,06/09/2003,36,15,60,8,29,49,000,0,&nbsp,&nbsp,000,48,20.56502,5313,18509.0,SIM,3.539.49503,000,000
496,10/09/2003,41,20,19,29,59,10,000,0,&nbsp,&nbsp,000,31,27.720309999999998,3495,24494.0,SIM,4.570.69049,000,000
497,13/09/2003,9,41,32,13,58,20,000,0,&nbsp,&nbsp,000,72,15.712439999999999,5439,20721.0,SIM,5.928.24466,000,000
498,17/09/2003,49,28,2,6,57,50,000,0,&nbsp,&nbsp,000,58,17.603,4592,22150.0,SIM,7.153.41301,000,000
499,20/09/2003,59,1,11,5,44,4,000,1,,PE,8.698.09922,126,10.21618,8903,14404.0,NÃO,000,000,000
500,27/09/2003,35,21,54,29,38,36,000,1,,PR,9.394.24883,73,23.86901,6818,25460.0,NÃO,000,000,000
501,01/10/2003,34,27,56,28,16,39,000,0,&nbsp,&nbsp,000,43,11.303510000000001,3037,15945.0,SIM,583.26135,000,000
502,04/10/2003,50,7,33,21,24,13,000,2,,MS,730.91533,268,2.7318700000000002,9549,7639.0,NÃO,000,000,000
502,04/10/2003,50,7,33,21,24,13,000,2,,SP,730.91533,268,2.7318700000000002,9549,7639.0,NÃO,000,000,000
503,08/10/2003,10,21,48,27,49,7,000,0,&nbsp,&nbsp,000,40,11.63606,2934,15804.0,SIM,558.53093,000,000
504,11/10/2003,39,19,11,8,50,30,000,0,&nbsp,&nbsp,000,54,12.85555,4006,17264.0,SIM,1.391.57039,000,000
505,15/10/2003,47,20,52,3,46,28,000,0,&nbsp,&nbsp,000,30,19.736179999999997,2559,23051.0,SIM,2.102.07280,000,000
506,18/10/2003,31,37,34,15,38,4,000,0,&nbsp,&nbsp,000,65,12.72038,4735,17396.0,SIM,3.094.26201,000,000
507,22/10/2003,44,58,5,27,33,3,000,2,,MG,1.963.48453,212,3.2732200000000002,6604,10468.0,NÃO,000,000,000
507,22/10/2003,44,58,5,27,33,3,000,2,,SP,1.963.48453,212,3.2732200000000002,6604,10468.0,NÃO,000,000,000
508,25/10/2003,46,56,5,15,45,10,000,0,&nbsp,&nbsp,000,33,18.03877,3025,19605.0,SIM,714.33526,000,000
509,29/10/2003,32,55,34,35,28,33,000,0,&nbsp,&nbsp,000,39,13.104280000000001,2852,17852.0,SIM,7.199.17621,000,000
510,01/11/2003,30,45,58,1,4,41,000,2,,MA,4.252.98306,70,15.557020000000001,4392,24701.0,NÃO,000,000,000
510,01/11/2003,30,45,58,1,4,41,000,2,,SP,4.252.98306,70,15.557020000000001,4392,24701.0,NÃO,000,000,000
511,05/11/2003,8,36,34,37,3,4,000,0,&nbsp,&nbsp,000,50,8.70075,3155,13737.0,SIM,761.31561,000,000
512,08/11/2003,8,40,58,4,53,31,000,3,,MS,653.82850,41,16.72711,2277,30005.0,NÃO,000,000,000
512,08/11/2003,8,40,58,4,53,31,000,3,,RJ,653.82850,41,16.72711,2277,30005.0,NÃO,000,000,000
512,08/11/2003,8,40,58,4,53,31,000,3,,RJ,653.82850,41,16.72711,2277,30005.0,NÃO,000,000,000
513,12/11/2003,46,10,27,19,33,39,000,0,&nbsp,&nbsp,000,46,8.485710000000001,2427,16023.0,SIM,683.09965,000,000
514,15/11/2003,15,52,40,36,51,42,000,0,&nbsp,&nbsp,000,20,24.96472,1209,41142.0,SIM,4.941.16535,000,000
515,19/11/2003,39,16,57,15,45,48,000,0,&nbsp,&nbsp,000,33,20.46465,2636,25523.0,SIM,6.122.99873,000,000
516,22/11/2003,24,5,34,13,35,33,000,0,&nbsp,&nbsp,000,164,5.41602,7718,11465.0,SIM,7.677.39438,000,000
517,26/11/2003,51,32,8,28,38,7,000,0,&nbsp,&nbsp,000,36,22.385920000000002,3262,24613.0,SIM,9.087.70716,000,000
518,29/11/2003,44,8,5,15,18,10,000,0,&nbsp,&nbsp,000,182,6.01485,8653,12604.0,SIM,11.003.43788,000,000
519,03/12/2003,9,36,15,19,42,22,000,0,&nbsp,&nbsp,000,111,9.685310000000001,7018,15261.0,SIM,18.558.84036,000,000
520,06/12/2003,32,34,17,35,9,12,000,0,&nbsp,&nbsp,000,166,10.01732,10884,15220.0,SIM,21.468.87174,000,000
521,10/12/2003,28,32,38,25,15,45,000,0,&nbsp,&nbsp,000,166,10.46337,10610,16309.0,SIM,24.508.48018,000,000
522,13/12/2003,49,52,15,25,14,6,000,0,&nbsp,&nbsp,000,118,19.31139,8280,27417.0,SIM,28.496.28166,000,000
523,17/12/2003,45,58,40,39,28,44,000,0,&nbsp,&nbsp,000,123,27.528740000000003,9692,34805.0,SIM,34.421.84343,000,000
524,20/12/2003,47,29,34,48,19,41,000,1,,SC,42.794.69756,180,26.58049,17156,27783.0,NÃO,000,000,000
525,27/12/2003,26,32,24,49,8,10,000,2,,MG,10.208.72299,153,11.60082,9640,18343.0,NÃO,000,000,000
525,27/12/2003,26,32,24,49,8,10,000,2,,SP,10.208.72299,153,11.60082,9640,18343.0,NÃO,000,000,000
526,03/01/2004,3,59,21,36,55,31,000,0,&nbsp,&nbsp,000,34,22.68104,2444,31434.0,SIM,1.349.52177,000,000
527,07/01/2004,17,14,50,52,6,26,000,0,&nbsp,&nbsp,000,23,27.463440000000002,2091,30094.0,SIM,2.454.92513,000,000
528,10/01/2004,34,28,37,12,8,31,000,0,&nbsp,&nbsp,000,67,12.5546,4827,17360.0,SIM,3.926.95217,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,BA,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,CE,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,CE,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,PB,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,PB,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,PB,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,PE,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,PE,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,PE,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,PE,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,PE,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,PI,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,PI,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,RN,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
529,14/01/2004,56,45,13,33,38,1,000,15,,RN,348.73275,87,8.56512,4758,15603.0,NÃO,000,000,000
530,17/01/2004,32,21,25,1,6,49,000,0,&nbsp,&nbsp,000,49,18.50175,3771,23950.0,SIM,7.541.60405,000,000
531,21/01/2004,3,1,35,7,18,50,000,0,&nbsp,&nbsp,000,96,9.0791,5188,16737.0,SIM,9.066.89284,000,000
532,24/01/2004,13,4,12,53,9,52,000,0,&nbsp,&nbsp,000,69,16.62816,5314,21509.0,SIM,11.074.74303,000,000
533,28/01/2004,27,18,13,59,21,53,000,0,&nbsp,&nbsp,000,82,12.74727,5129,20303.0,SIM,12.903.97595,000,000
534,31/01/2004,48,57,23,8,31,3,000,1,,MT,15.184.65812,107,12.17988,6559,19795.0,NÃO,000,000,000
535,04/02/2004,49,14,47,56,6,28,000,1,,DF,7.834.13914,59,12.02502,4136,17089.0,NÃO,000,000,000
536,07/02/2004,14,22,25,15,37,23,000,0,&nbsp,&nbsp,000,49,12.55138,3217,19046.0,SIM,1.076.28035,000,000
537,11/02/2004,37,3,19,34,39,7,000,1,,RS,2.054.34005,128,4.36634,5345,10417.0,NÃO,000,000,000
538,14/02/2004,45,43,56,25,52,3,000,0,&nbsp,&nbsp,000,36,16.53354,2657,22317.0,SIM,1.041.61280,000,000
539,18/02/2004,16,50,55,6,47,19,000,0,&nbsp,&nbsp,000,21,25.21462,1908,27647.0,SIM,5.728.37354,000,000
540,21/02/2004,22,4,30,44,28,49,000,0,&nbsp,&nbsp,000,84,10.18619,4535,18797.0,SIM,7.225.74335,000,000
541,28/02/2004,58,57,27,13,49,52,000,1,,MG,9.144.54350,54,20.30476,4879,22388.0,NÃO,000,000,000
542,03/03/2004,49,4,19,28,35,6,000,0,&nbsp,&nbsp,000,42,9.68343,2800,14470.0,SIM,711.73171,000,000
543,06/03/2004,35,54,37,42,49,46,000,1,,PR,1.836.74958,78,8.24189,2557,25047.0,NÃO,000,000,000
544,10/03/2004,11,33,56,47,17,34,000,0,&nbsp,&nbsp,000,39,10.0621,2415,16189.0,SIM,4.929.35089,000,000
545,13/03/2004,43,35,57,29,40,17,000,1,,ES,6.409.64553,102,8.29297,4315,19529.0,NÃO,000,000,000
546,17/03/2004,46,4,54,17,13,5,000,0,&nbsp,&nbsp,000,32,12.224969999999999,3003,12978.0,SIM,684.59829,000,000
547,20/03/2004,4,59,13,53,28,30,000,1,,PB,1.746.85735,42,14.45251,2599,23267.0,NÃO,000,000,000
548,24/03/2004,51,49,14,47,59,58,000,0,&nbsp,&nbsp,000,9,41.6347,965,38683.0,SIM,655.74639,000,000
549,27/03/2004,13,51,58,22,46,8,000,0,&nbsp,&nbsp,000,34,17.51941,2772,21407.0,SIM,5.216.22500,000,000
550,31/03/2004,17,56,16,38,39,45,000,0,&nbsp,&nbsp,000,39,18.277,2948,24088.0,SIM,6.463.63053,000,000
551,03/04/2004,56,48,57,21,12,46,000,0,&nbsp,&nbsp,000,35,28.19258,3027,32475.0,SIM,8.190.42628,000,000
552,07/04/2004,22,54,52,47,49,9,000,0,&nbsp,&nbsp,000,69,14.11009,4299,22561.0,SIM,9.894.22021,000,000
553,10/04/2004,43,46,58,53,54,4,000,0,&nbsp,&nbsp,000,42,23.81478,3308,30122.0,SIM,11.644.60676,000,000
554,14/04/2004,47,29,31,15,60,42,000,0,&nbsp,&nbsp,000,64,20.95121,4812,27760.0,SIM,20.258.93921,000,000
555,17/04/2004,49,5,23,33,45,31,000,1,,PR,23.810.05719,152,13.35007,10733,18835.0,NÃO,000,000,000
556,21/04/2004,8,45,30,33,17,10,000,0,&nbsp,&nbsp,000,20,14.872570000000001,1699,17441.0,SIM,520.53987,000,000
557,24/04/2004,18,49,38,23,8,12,000,0,&nbsp,&nbsp,000,59,11.00141,3777,17120.0,SIM,1.656.43501,000,000
558,28/04/2004,59,57,7,58,31,14,000,0,&nbsp,&nbsp,000,21,26.57146,2000,27794.0,SIM,2.632.93606,000,000
559,01/05/2004,53,25,36,13,17,6,000,1,,ES,3.707.15254,75,8.184510000000001,4460,13711.0,NÃO,000,000,000
560,05/05/2004,32,18,11,30,2,58,000,0,&nbsp,&nbsp,000,44,16.21547,2585,27497.0,SIM,6.433.06985,000,000
561,08/05/2004,39,49,36,20,55,1,000,0,&nbsp,&nbsp,000,32,31.342979999999997,2743,36427.0,SIM,8.188.27667,000,000
562,12/05/2004,37,35,23,16,57,55,000,0,&nbsp,&nbsp,000,117,8.27195,5150,18722.0,SIM,9.881.95948,000,000
563,15/05/2004,34,8,23,44,51,5,000,0,&nbsp,&nbsp,000,90,13.54169,6007,20212.0,SIM,12.014.77450,000,000
564,19/05/2004,38,13,32,20,10,49,000,0,&nbsp,&nbsp,000,46,25.39282,4446,26173.0,SIM,20.397.76564,000,000
565,22/05/2004,31,37,35,7,45,34,000,0,&nbsp,&nbsp,000,57,29.24127,6804,24404.0,SIM,23.314.58263,000,000
566,26/05/2004,17,6,20,18,13,37,000,0,&nbsp,&nbsp,000,176,11.33445,13032,15249.0,SIM,26.805.59227,000,000
567,29/05/2004,57,58,11,38,41,31,000,0,&nbsp,&nbsp,000,69,37.88861,5787,45005.0,SIM,31.380.64206,000,000
568,02/06/2004,25,41,17,29,13,22,000,0,&nbsp,&nbsp,000,457,7.80244,24931,14248.0,SIM,37.620.64234,000,000
569,05/06/2004,32,15,14,9,3,57,000,1,,RJ,46.663.53270,434,11.906369999999999,29922,17204.0,NÃO,000,000,000
570,09/06/2004,35,32,36,33,51,15,000,0,&nbsp,&nbsp,000,84,18.1681,7539,20167.0,SIM,21.431.97238,000,000
571,12/06/2004,14,31,12,13,51,50,000,0,&nbsp,&nbsp,000,69,22.29435,5572,27504.0,SIM,24.124.01499,000,000
572,16/06/2004,33,3,20,60,9,16,000,0,&nbsp,&nbsp,000,162,10.66849,9940,17321.0,SIM,27.148.53316,000,000
573,19/06/2004,59,29,17,6,40,22,000,0,&nbsp,&nbsp,000,82,25.012220000000003,8272,24700.0,SIM,30.737.78641,000,000
574,23/06/2004,32,23,2,10,44,17,000,0,&nbsp,&nbsp,000,162,12.60931,12691,16035.0,SIM,45.420.56788,000,000
575,26/06/2004,18,29,21,48,35,5,000,2,,DF,25.737.01652,470,7.359839999999999,21660,15910.0,NÃO,000,000,000
575,26/06/2004,18,29,21,48,35,5,000,2,,SP,25.737.01652,470,7.359839999999999,21660,15910.0,NÃO,000,000,000
576,30/06/2004,18,43,52,39,7,8,000,0,&nbsp,&nbsp,000,27,22.85621,1978,31081.0,SIM,1.079.95577,000,000
577,03/07/2004,31,47,28,23,8,24,000,0,&nbsp,&nbsp,000,57,15.0929,4579,18717.0,SIM,2.585.47250,000,000
578,07/07/2004,48,3,58,18,56,23,000,1,,MG,3.982.87262,62,12.87926,3639,21860.0,NÃO,000,000,000
579,10/07/2004,15,34,39,17,4,9,000,1,,PB,1.175.43213,90,7.4630600000000005,5172,12938.0,NÃO,000,000,000
580,14/07/2004,38,16,18,28,15,47,000,0,&nbsp,&nbsp,000,56,16.16875,4097,22017.0,SIM,9.592.94481,000,000
581,17/07/2004,30,25,52,14,39,17,000,1,,SP,11.781.32002,56,22.33036,4429,28127.0,NÃO,000,000,000
582,21/07/2004,13,40,29,59,45,51,000,0,&nbsp,&nbsp,000,29,17.1434,1943,25491.0,SIM,870.02737,000,000
583,24/07/2004,55,6,41,20,43,7,000,0,&nbsp,&nbsp,000,36,20.21813,2157,33616.0,SIM,2.143.76960,000,000
584,28/07/2004,30,53,23,7,32,8,000,0,&nbsp,&nbsp,000,49,13.32792,3278,19848.0,SIM,8.329.17580,000,000
585,31/07/2004,24,39,12,33,57,36,000,1,,MG,10.166.80768,124,8.46835,7122,14689.0,NÃO,000,000,000
586,04/08/2004,45,38,13,11,54,39,000,0,&nbsp,&nbsp,000,30,15.687920000000002,2162,21687.0,SIM,823.61595,000,000
587,07/08/2004,30,2,36,18,60,29,000,0,&nbsp,&nbsp,000,36,20.51892,2436,30209.0,SIM,2.116.30812,000,000
588,11/08/2004,45,13,46,55,53,11,000,0,&nbsp,&nbsp,000,22,29.56571,2088,31034.0,SIM,3.254.58792,000,000
589,14/08/2004,13,7,33,59,6,8,000,0,&nbsp,&nbsp,000,152,5.9269099999999995,9005,9966.0,SIM,9.594.55927,000,000
590,18/08/2004,25,51,5,18,4,28,000,0,&nbsp,&nbsp,000,70,14.105620000000002,5155,19082.0,SIM,11.322.49759,000,000
591,21/08/2004,58,3,18,50,34,1,000,0,&nbsp,&nbsp,000,64,18.96895,4448,27190.0,SIM,13.447.02010,000,000
592,25/08/2004,55,14,59,47,13,42,000,0,&nbsp,&nbsp,000,60,18.66459,5062,22039.0,SIM,15.406.80169,000,000
593,28/08/2004,27,29,1,59,25,49,000,0,&nbsp,&nbsp,000,68,20.265539999999998,5291,25947.0,SIM,17.818.40151,000,000
594,01/09/2004,10,53,55,29,13,47,000,0,&nbsp,&nbsp,000,121,11.7477,6444,21976.0,SIM,27.956.98794,000,000
595,04/09/2004,54,2,43,1,50,25,000,0,&nbsp,&nbsp,000,89,22.73636,7230,27882.0,SIM,31.498.17646,000,000
596,08/09/2004,43,60,28,11,54,14,000,0,&nbsp,&nbsp,000,116,15.74968,6578,27669.0,SIM,34.695.36086,000,000
597,11/09/2004,42,40,27,22,56,29,000,0,&nbsp,&nbsp,000,140,21.65075,10021,30133.0,SIM,39.999.79249,000,000
598,15/09/2004,5,16,53,38,50,34,000,2,,DF,23.179.95119,234,15.5314,19229,18829.0,NÃO,000,000,000
598,15/09/2004,5,16,53,38,50,34,000,2,,RS,23.179.95119,234,15.5314,19229,18829.0,NÃO,000,000,000
599,18/09/2004,6,45,51,9,23,4,000,0,&nbsp,&nbsp,000,65,10.3758,4755,14131.0,SIM,15.168.21908,000,000
600,22/09/2004,18,39,54,34,31,16,000,0,&nbsp,&nbsp,000,73,16.062920000000002,4640,25175.0,SIM,17.220.25651,000,000
601,25/09/2004,37,19,29,30,10,22,000,0,&nbsp,&nbsp,000,75,18.83759,6002,23450.0,SIM,19.692.68990,000,000
602,29/09/2004,38,60,13,7,55,46,000,0,&nbsp,&nbsp,000,95,13.988929999999998,6773,19547.0,SIM,22.018.34956,000,000
603,02/10/2004,4,8,11,29,12,44,000,1,,SP,24.750.88361,233,6.7015,12565,12380.0,NÃO,000,000,000
604,06/10/2004,41,49,51,25,15,46,000,0,&nbsp,&nbsp,000,15,35.67923,1422,37494.0,SIM,8.450.32562,000,000
605,09/10/2004,44,52,53,4,49,24,000,0,&nbsp,&nbsp,000,45,23.71698,3980,26715.0,SIM,10.318.03787,000,000
606,13/10/2004,41,6,23,55,32,35,000,1,,SP,11.878.49165,43,20.736929999999997,3770,23563.0,NÃO,000,000,000
607,16/10/2004,6,59,11,27,19,41,000,0,&nbsp,&nbsp,000,48,13.506670000000002,3059,21114.0,SIM,1.134.56021,000,000
